,lon,lat,label
15872,-80.2655664,25.8362317,1
13806,-82.5136479,27.3600754,1
2779,-80.1341212,26.3115874,0
7349,-80.1442419,26.3374941,1
15148,-80.3615606,27.3058465,0
11761,-82.3911048,27.5316915,0
1023,-82.10194,29.1783001,0
8435,-80.1077162,26.3431299,0
5595,-82.6668227,27.4582572,0
3421,-82.5723906,28.017084,0
14383,-82.4899396,28.5101164,0
2023,-82.7443931,27.9699325,0
1560,-81.4186648,30.1766852,0
2859,-80.0811618,26.7995994,1
1408,-80.2101823,26.1292615,1
15732,-81.1108544,28.7327236,1
11263,-80.1401178,26.7860197,1
6306,-80.3578056,27.6389788,0
9580,-80.4111704,25.7372782,0
15004,-82.6712078,28.1588069,0
14736,-82.0112844,27.021313,1
8335,-80.2409491,26.2651198,0
12298,-81.6998186,26.6719999,0
4076,-82.3641826,27.0962493,0
9955,-80.2353121,25.7813636,0
876,-81.5736403,30.1815254,0
9135,-80.4417932,25.6586558,0
18936,-80.9997426,29.1328505,0
18497,-82.5545004,28.4425428,0
9098,-80.370673,27.6724406,0
18199,-80.1400706,26.2977186,1
7346,-80.4051762,26.1276733,0
15296,-81.7066607,26.3885996,1
16617,-80.4007045,26.0947353,1
15355,-81.3317421,28.8748696,1
10759,-81.7007541,26.6229838,0
5924,-80.0677787,26.4342793,0
8067,-81.4917674,27.4415686,0
11553,-82.0189639,29.7546334,1
12360,-81.2371747,29.5075547,0
8236,-80.068198,26.3993715,1
11108,-81.5050925,27.909708,1
15400,-82.2852225,28.296761,1
12450,-82.7503315,28.059227,1
8683,-81.4186648,30.1766852,0
12367,-80.1414095,25.779074,0
4173,-80.1332618,26.113688,0
1978,-81.8631797,26.5801956,0
6887,-80.1599765,26.6286026,0
3796,-82.5119667,27.9156566,1
16433,-81.755743,26.146128,1
4972,-87.168696,30.4667334,0
16327,-82.2115603,27.889643,0
18527,-82.8360041,27.8562491,0
14650,-82.2260727,29.0612604,0
14779,-82.1197882,29.1919903,0
12096,-81.7269945,26.6065824,0
8557,-81.3652989,28.524216,0
14136,-82.1303088,26.9888622,0
11921,-80.7200816,25.7136906,0
8229,-81.6014934,28.1320235,1
6314,-81.7572772,30.2802229,0
10382,-80.3095587,25.7394453,0
9975,-80.1936711,25.9902195,0
10103,-82.6396133,27.8035021,0
58,-80.2376705,26.6588261,1
9771,-81.805944,26.1967575,1
2571,-82.3424053,27.8133803,1
18096,-80.4107194,25.1182255,0
9142,-80.123341,25.8788917,0
3513,-81.3524254,28.4854032,0
8765,-81.2535682,28.2758935,1
8485,-84.3144891,30.5834544,1
4888,-82.6237954,27.8327585,0
4640,-82.1477015,26.9463384,1
16440,-80.3927744,25.7097041,1
6575,-80.5617524,28.058262,1
12779,-87.3252581,30.5881547,0
8721,-80.0712689,26.9205335,1
13785,-81.2635778,29.1053914,1
803,-82.8360041,27.8562491,0
12277,-80.1350146,26.5335463,1
8699,-82.309122,27.7401296,1
6809,-80.2343319,25.7542119,0
15483,-81.3599871,28.5983713,0
11077,-81.3943827,28.3275695,0
8162,-80.1606178,26.3602395,1
17103,-81.0429812,29.1414322,1
7664,-80.1474899,26.1613762,1
10143,-81.6610015,30.2798382,0
16912,-82.1118936,29.2450679,1
12462,-82.5625577,28.0965046,0
13877,-81.7260245,25.9414495,1
10497,-82.5957303,27.4901903,0
16281,-80.1437915,25.8028611,0
136,-80.2350913,25.96551,1
18479,-81.4720035,28.5941695,0
2551,-82.535945,28.076503,0
14907,-80.1768546,26.2237483,1
16108,-80.3043001,27.2536484,0
220,-81.2378066,29.5338114,1
825,-86.5913733,30.5748878,1
7488,-80.1329642,26.1316561,1
17989,-80.2203591,25.9500736,0
9497,-80.394451,26.1274143,1
14492,-81.4147946,28.7268843,1
1877,-82.5012677,28.2844397,1
7482,-81.7943072,26.2434176,1
18079,-80.2930294,26.0829325,0
6981,-82.3159113,28.1356544,1
8104,-82.3053481,27.7845132,0
3973,-81.0132821,29.1627064,1
5047,-81.7051903,30.2734733,1
16831,-80.5888364,28.1457522,1
14399,-82.7600233,27.8769865,1
7114,-82.3159113,28.1356544,1
11750,-80.3934315,25.776273,1
131,-82.2723933,28.3433425,1
8626,-82.7905983,27.9443935,0
5911,-80.1306736,26.122159,1
1528,-81.2772744,28.2520712,1
2644,-80.1414095,25.779074,0
5294,-81.0466767,29.2343042,1
7648,-80.4026885,25.6967873,0
9429,-84.2393365,30.442839,1
3109,-81.4436536,28.568977,1
13301,-80.113537,26.5511562,1
15166,-82.3081207,29.6794765,0
18211,-82.4864548,28.0034018,0
16953,-80.1908154,25.758574,0
16802,-82.3540928,28.1269518,1
17375,-80.6266891,28.2980754,0
5551,-82.5335608,28.6459961,1
8638,-82.4131381,28.0484773,0
3616,-80.180779,26.0813953,0
18210,-82.3053481,27.7845132,0
4374,-82.3622649,28.2859296,0
326,-82.3053481,27.7845132,0
10526,-81.7314684,25.9624854,0
12568,-82.6209384,27.3761394,1
3597,-81.3916997,30.169289,1
8979,-80.383733,25.8518806,0
14348,-82.3728881,27.4960196,1
10362,-80.3702776,25.9986411,1
8174,-81.2611956,28.5191313,0
1694,-81.9083917,26.5664386,1
4590,-82.7250859,28.0161074,0
7198,-82.683537,27.9955035,0
11000,-82.4396498,28.2143435,0
19141,-82.4396498,28.2143435,1
15511,-80.1934728,26.0993418,0
12080,-81.3451735,29.9086144,1
11678,-80.1189959,25.9663855,1
9313,-80.2707845,26.2781989,1
17066,-82.5400349,28.0093058,0
13171,-81.3799682,29.8990347,1
6436,-80.2606227,25.7459667,0
4270,-80.1636681,26.0223668,1
11673,-80.2772588,25.8144926,1
18009,-80.9367379,29.0961967,1
12465,-81.8880885,28.4548043,1
11075,-81.2386794,28.7386515,0
13992,-80.9617359,29.1346743,1
2147,-82.0359066,28.7718726,1
373,-82.3796956,28.1040553,0
4215,-80.1786947,26.3587497,1
14147,-82.10194,29.1783001,1
18954,-83.2901685,30.8529262,1
9883,-82.551983,27.4934467,1
3774,-81.5357813,30.174473,0
10946,-80.8034655,28.535756,1
14068,-82.4943916,27.9315985,1
16291,-81.5352626,30.3444981,1
2486,-80.3168573,26.6551674,1
8346,-82.6142293,27.4885633,1
14502,-81.8867594,26.716228,1
15349,-80.3340253,25.9965886,0
9923,-80.3224198,27.4314654,0
10483,-85.0093704,29.603101,0
9989,-81.4414769,30.6840352,1
1884,-82.3005983,28.8614838,1
6291,-80.3654763,27.4255514,0
12585,-81.5982559,30.4966368,1
590,-80.1415752,26.8292937,1
13116,-82.6262818,28.2490038,1
10965,-80.2875665,26.1709634,1
5270,-80.0811618,26.7995994,0
13206,-82.4522426,27.5370315,0
16096,-80.3357656,25.8878295,0
7140,-81.3916997,30.169289,0
1501,-80.121875,26.9923934,1
2923,-82.785948,28.0029255,0
15214,-81.3359203,28.5846233,0
14037,-82.3641826,27.0962493,1
11012,-80.4982243,27.7926269,0
12907,-80.0338492,26.8039587,0
10220,-84.227604,30.7442597,0
13078,-80.3471328,25.5767899,1
345,-81.3309882,28.6211844,0
944,-82.7303207,28.2166193,1
8657,-82.732669,28.276041,0
659,-80.2902588,25.7262352,1
12617,-80.2469093,26.3068935,0
960,-82.6215022,28.1164386,1
12375,-86.8881802,30.5155778,1
14757,-81.6319421,30.1148079,1
14402,-82.5307263,27.9320417,1
6661,-81.2294001,28.8069066,1
15817,-81.4031795,28.478845,0
18525,-82.4389998,27.1237834,0
5346,-80.3837693,25.5895033,0
13859,-81.3184298,28.4978455,0
7750,-81.4477315,28.5210395,1
17117,-81.4343195,28.3141596,1
11352,-81.5736403,30.1815254,0
3563,-82.309122,27.7401296,1
11531,-81.3359203,28.5846233,1
16827,-81.5189637,24.7313101,0
8012,-81.6615284,30.1562544,1
15455,-80.0780543,26.6474481,0
11368,-80.1201155,26.1419178,0
6129,-82.517039,27.9480885,1
10378,-81.2611956,28.5191313,0
10834,-81.3220338,28.4912687,0
5889,-81.0751372,29.2538768,1
16035,-81.7260245,25.9414495,0
18360,-85.7651345,30.1497459,1
12016,-82.7531436,28.0862619,1
3043,-84.2924662,30.4978152,0
16290,-80.1304212,26.5647284,1
15802,-80.4373746,25.7222523,1
10994,-80.2585027,26.2798955,0
14808,-81.2195831,28.985234,0
11615,-80.3510439,26.0004843,0
5747,-80.2283622,25.8182196,1
7555,-81.2537201,28.5841424,1
13795,-80.3168573,26.6551674,1
3309,-81.7628083,30.2580595,0
11794,-80.1323735,26.3741343,0
17189,-81.3020882,28.5358147,0
1566,-81.68875,28.048151,0
5815,-81.795686,26.1699418,1
12677,-80.6379467,28.3159279,0
5957,-82.5663186,28.2503645,1
19173,-80.0388086,26.7472098,1
17305,-80.3093178,25.9060039,1
18354,-81.9945018,28.8171778,0
16575,-80.1401178,26.7860197,0
2746,-82.539993,28.0477366,0
13689,-82.2377092,27.9014559,1
18238,-82.6665397,28.0489983,0
9379,-81.0196977,29.1326943,1
13659,-81.6965235,28.0114732,1
8004,-82.3820268,28.0487012,0
6143,-82.6023308,27.5025547,0
766,-82.6209384,27.3761394,0
5937,-80.2181469,25.8870844,0
14845,-82.307086,27.801761,1
11501,-80.2498312,26.1594929,0
3083,-82.4389998,27.1237834,1
4131,-81.0573596,29.1800981,1
11105,-82.5067585,27.3339084,1
14028,-82.5723354,27.4161096,1
5926,-80.180779,26.0813953,1
9702,-80.1597871,26.5649652,0
4223,-82.7303207,28.2166193,1
14558,-80.2881785,26.295348,0
822,-80.1597102,26.4766201,1
3070,-80.16185,26.6211886,0
2081,-80.690822,28.372657,1
5029,-81.4287094,30.2752473,0
15220,-80.6837245,28.086462,1
17555,-80.6591329,28.1499332,0
9689,-87.3946203,30.5007855,1
7098,-82.5847453,28.3546412,1
10274,-81.6846689,29.9954459,0
8831,-80.3975872,25.6091058,0
988,-81.3333348,28.5995463,1
3759,-80.2825623,26.0421575,1
8184,-87.2936605,30.6287515,1
19118,-86.6095665,30.4602746,1
5172,-81.9009834,26.5538049,1
18338,-80.1144241,26.8301824,1
7273,-81.9689518,29.0928368,1
17527,-80.3541775,27.2164541,0
4569,-80.1474899,26.1613762,1
13908,-82.6644583,27.7306755,1
10307,-80.1373028,25.8778707,1
1646,-81.9812998,26.6149939,1
19115,-80.745015,28.3668822,1
15124,-82.6879951,27.7219842,1
4410,-81.755743,26.146128,0
16289,-82.6566211,28.2325408,1
18557,-80.1201155,26.1419178,0
16664,-82.2860016,27.8444399,0
17539,-82.4717718,27.3431165,1
5341,-82.6209384,27.3761394,0
4302,-80.1422606,25.7829704,1
5280,-80.6291495,28.3581478,0
3813,-80.2222656,26.0135785,0
2803,-82.5280486,28.0912857,0
5956,-80.2340739,25.7347305,0
14928,-82.1817682,27.9544083,1
4358,-80.1636681,26.0223668,1
2334,-80.6001469,28.1574681,0
13251,-82.520912,27.3224606,0
4195,-80.1515663,25.7793905,0
7454,-82.6730623,27.7159701,0
11669,-82.10194,29.1783001,1
7409,-82.3939155,28.2235684,0
1940,-81.7943072,26.2434176,0
14833,-80.2433812,26.0158727,1
3200,-80.1758944,26.255777,1
12668,-82.7187145,27.983081,0
5415,-81.5352626,30.3444981,0
15399,-82.2377092,27.9014559,1
15837,-80.1442419,26.3374941,0
10323,-81.8088564,26.4562291,1
7830,-80.2749848,26.0543624,1
12170,-81.7464325,26.6956927,1
17412,-82.0916536,29.1349045,0
11052,-80.4391339,25.4968547,0
6573,-80.1734414,25.8511043,0
15525,-82.0069118,26.9862589,1
1104,-82.4581264,27.3746934,0
13005,-81.06897,29.347958,1
8058,-81.6615284,30.1562544,0
15143,-82.2352429,27.836586,1
11252,-82.6933723,27.6674028,0
5607,-82.4521255,27.0852946,1
18580,-82.7696328,27.9881793,0
3928,-80.1560217,26.0416753,1
18414,-80.189257,26.6039993,0
2320,-80.2875665,26.1709634,0
12587,-80.1382799,26.5808408,1
8954,-86.444164,30.4047673,0
18952,-80.1621976,26.3225329,1
9298,-82.6023308,27.5025547,1
8082,-81.5059645,28.6650732,1
3665,-82.3091203,28.1770098,1
16066,-80.3102933,25.6755601,0
1196,-80.2598783,26.1864137,1
10350,-81.4098446,30.2698788,0
14307,-80.2634738,25.7680433,0
5218,-81.7716863,26.2983248,0
14948,-80.4269385,26.0187145,1
10496,-81.3385973,28.6153758,1
11419,-82.7103884,27.8570917,1
14135,-80.2600636,26.3298105,0
10543,-81.3313716,28.6652268,1
18839,-80.1648288,25.8949228,1
18587,-82.654118,27.8506248,1
16549,-80.1382799,26.5808408,0
4407,-81.7134136,30.4017757,1
13443,-82.4579738,28.4711974,0
13636,-80.2163743,26.2655401,1
11530,-80.158587,26.4016207,0
14711,-82.3672974,29.6760057,0
10086,-81.5074499,30.3398443,1
14735,-80.129109,25.7824844,1
16588,-82.359099,27.8791693,1
2522,-80.2946819,25.675469,0
13321,-80.1414395,25.7576865,1
181,-82.498816,28.0771272,0
16471,-80.0780543,26.6474481,1
9320,-80.634714,27.937616,1
18126,-80.2825623,26.0421575,0
9563,-81.3313716,28.6652268,0
10567,-80.1953189,26.172811,0
7528,-80.1260667,26.9547079,0
18749,-80.0569718,26.5212737,0
3504,-82.8334998,27.8317249,0
1033,-81.3906744,30.2580334,1
8805,-80.4350149,25.1048592,0
8643,-80.0919571,26.702586,0
16869,-82.4990099,27.9010263,0
8385,-82.5082653,27.6840979,0
6163,-81.2772744,28.2520712,0
15340,-80.2757966,26.1262132,1
14630,-81.4447663,28.341321,1
669,-82.67788,27.6768779,0
7913,-82.5391924,28.4698713,0
18736,-81.4313603,30.3550467,0
16406,-80.0983699,26.5518039,0
8670,-81.629855,28.55794,1
3033,-82.5526318,27.3983776,1
6305,-80.1431423,26.9457671,0
3149,-82.519132,27.342006,0
8050,-80.2419658,26.0554832,0
12010,-81.4186648,30.1766852,1
16666,-80.2262195,26.6938983,1
10797,-82.4066463,28.011865,0
6801,-82.6870824,28.0740722,1
5765,-81.8134826,26.2218073,1
8239,-80.189257,26.6039993,1
908,-81.2689888,28.8853572,0
3717,-81.9868086,28.0587146,0
3706,-80.1220305,26.2010533,0
16655,-80.313027,27.390657,0
18963,-80.1127196,26.3232145,1
18879,-80.4267493,25.7216371,0
8371,-81.6984469,30.3574422,1
10685,-82.6694139,28.0745893,0
8274,-80.1758944,26.255777,1
16585,-80.2743112,26.2655418,0
4946,-80.2092143,26.7921834,0
4493,-80.2368701,25.9204288,0
15268,-82.7369765,28.2039713,0
5844,-81.6960771,28.0893583,1
15121,-81.9383043,26.6821307,1
6715,-80.3972377,27.5976,1
2805,-80.1652178,26.4451185,0
15356,-80.2600636,26.3298105,1
6324,-82.4037453,27.9771191,0
10118,-80.3837693,25.5895033,0
10761,-82.1303088,26.9888622,1
16276,-82.6246987,27.8125902,1
7005,-82.508636,28.1030635,1
13260,-81.8272876,26.501818,0
3676,-80.2282458,26.1970082,1
13448,-80.1040087,26.1245566,1
3568,-82.6193528,28.1816013,0
11812,-82.6446614,28.290558,1
13565,-81.4339188,28.5853691,0
16242,-80.0694283,26.4552616,1
7122,-82.4005751,28.1230859,1
12186,-80.2101823,26.1292615,1
4883,-80.4133785,25.7552576,0
9396,-82.3445762,27.7593366,1
12970,-82.6665397,28.0489983,0
13895,-82.4388055,27.4245046,1
17163,-80.2225498,26.0208868,1
8044,-81.5352626,30.3444981,1
4098,-82.4172624,28.0023042,0
